Cricinfo_id,Teams_overview,teams_ov_telugu
241356,"['Lahore Eagles', 'Lahore Lions']","లహోర్ ఎగల్స్, లహోర్ లియన్స్"
1094579,['Khyber Pakhtunkhwa'],కైబర్ పక్తుంఖ్వ
39314,"['Karachi', 'Pakistan Customs', 'Pakistan International Airlines']","పాకిస్తాన్ కస్టమ్స్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, కరాచీ"
39515,['Hyderabad (Pakistan)'],హైదరాబాద్ (పాకిస్తాన్)
39911,"['Defence Housing Authority', 'Karachi', 'Karachi Blues', 'Karachi Dolphins', 'Sui Southern Gas Corporation']","డిఫెన్స్ హౌసింగ్ ఆథారిటీ, కరాచీ, కరాచీ బ్లూస్, కరాచీ డాల్ఫిన్స్, సూ సౌచర్న్ గాస్ కార్పొరేషన్"
39111,"['Lahore', 'Pakistan International Airlines', 'Redco Pakistan Ltd']","పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, రెడ్కో పాకిస్తాన్ లీత్, లహోర్"
39916,"['Lahore Cricket Association Under-19s', 'Lahore Eagles', 'Lahore Lions', 'Lahore Ravi', 'Lahore Shalimar', 'Punjab (Pakistan)', 'Punjab Stallions', 'Zarai Taraqiati Bank Limited']","పంజాబ్ (పాకిస్తాన్), లహోర్ క్రికెట్ అసోసియేషన్ అండర్ -19స్, లహోర్ ఎగల్స్, లహోర్ లియన్స్, లహోర్ రావీ, లహోర్ షలీమార్"
39901,"['Lahore', 'Lahore Lions', 'Lahore Ravi', 'Lahore Whites', 'Water and Power Development Authority']","లహోర్, లహోర్ లియన్స్, లహోర్ రావీ, లహోర్ విట్టెస్, వాటర్ అండ్ పోవర్ డెవెలప్మెంట్ ఆథారిటీ"
38989,"['Pakistan', 'Faisalabad', 'Habib Bank Limited', 'Lahore', 'Sargodha', 'Water and Power Development Authority']","పాకిస్తాన్, ఫైసలబడ్, హబీబీ బ్యాంక్ లిమిటెడ్, లహోర్, సర్గోధ, వాటర్ అండ్ పోవర్ డెవెలప్మెంట్ ఆథారిటీ"
317491,['Abbottabad'],అబ్బోత్తాబాద్
38967,"['Pakistan', 'Allied Bank', 'Habib Bank Limited', 'Karachi', 'Lahore', 'Rawalpindi', 'Sargodha', 'Somerset']","పాకిస్తాన్, అలీడ్ బ్యాంక్, హబీబీ బ్యాంక్ లిమిటెడ్, కరాచీ, లహోర్, రావాల్పింది"
467657,"['Derbyshire 2nd XI', 'Lancashire 2nd XI', 'Sialkot']","డెర్బీషైర్ 2న్ద్ క్సీ, లాంక్షైర్ 2న్ద్ క్సీ, సియాల్కాట్"
300639,"['Lahore Eagles', 'Pakistan Under-19s', 'Zarai Taraqiati Bank Limited']","పాకిస్తాన్ అండర్ -19స్, లహోర్ ఎగల్స్, జారై తరకియటి బ్యాంక్ లిమిటెడ్"
39930,"['Faisalabad Region', 'Faisalabad Wolves', 'Sargodha']","ఫైసలబడ్ రీజన్, ఫైసలబడ్ వాల్వ్స్, సర్గోధ"
39191,"['Faisalabad', 'Pakistan Television']","పాకిస్తాన్ టెలివిజన్‌, ఫైసలబడ్"
39005,"['Pakistan', 'Allied Bank', 'ICL Pakistan XI', 'Islamabad', 'Lahore Badshahs', 'Pakistan Railways', 'Peshawar', 'Quetta']","పాకిస్తాన్, ఐ.సీ.ఎల్. పాకిస్తాన్ క్సీ, పాకిస్తాన్ రైల్వేస్, అలీడ్ బ్యాంక్, ఇస్లామాబాద్, లహోర్ బద్షాహ్స్"
547087,['Pakistan Under-19s'],పాకిస్తాన్ అండర్ -19స్
322232,['Sialkot'],సియాల్కాట్
39264,"['Karachi', 'Karachi Blues', 'Port Qasim Authority']","కరాచీ, కరాచీ బ్లూస్, పోర్ట్ కాసిం ఆథారిటీ"
681349,"['Bahawalpur', 'Bahawalpur Stags']","బహవాల్‌పూర్, బహవాల్‌పూర్ స్టాగ్స్"
447796,"['Lahore Lions', 'Lahore Shalimar', 'Punjab University Lahore', 'United Bank Limited']","లహోర్ లియన్స్, లహోర్ షలీమార్, పంజాబ్ యూనివర్సిటీ లహోర్, యునిటెడ్ బ్యాంక్ లిమిటెడ్"
396616,"['Lahore Eagles', 'Lahore Ravi']","లహోర్ ఎగల్స్, లహోర్ రావీ"
488511,"['Karachi Blues', 'Karachi University', 'Karachi Whites', 'United Bank Limited']","కరాచీ బ్లూస్, కరాచీ యూనివర్సిటీ, కరాచీ విట్టెస్, యునిటెడ్ బ్యాంక్ లిమిటెడ్"
390643,['Lahore Ravi'],లహోర్ రావీ
39019,"['Pakistan', 'Habib Bank Limited', 'Karachi', 'Khan Research Labs', 'Pakistan Customs', 'Pakistan Reserves', 'Sussex 2nd XI']","పాకిస్తాన్, పాకిస్తాన్ కస్టమ్స్, పాకిస్తాన్ రిజర్వ్స్, హబీబీ బ్యాంక్ లిమిటెడ్, కరాచీ, ఖాన్ రిజెర్చ్ లాబ్స్"
39315,"['Chittagong Division', 'Islamabad', 'Islamabad Leopards', 'Pakistan Telecommunication Company Limited', 'Rawalpindi']","పాకిస్తాన్ టెలికమ్యూన్మునికేషన్ కంపైనీ లిమిటెడ్, చిత్తగొంగ్ డివిజన్, ఇస్లామాబాద్, ఇస్లామాబాద్ లివర్‌పార్డ్స్, రావాల్పింది"
39015,"['Pakistan', 'Allied Bank', 'Lahore', 'Pakistan Automobiles Corporation']","పాకిస్తాన్, పాకిస్తాన్ ఆటోమాబిల్స్ కార్పొరేషన్, అలీడ్ బ్యాంక్, లహోర్"
488495,['Karachi Whites'],కరాచీ విట్టెస్
39232,"['Agriculture Development Bank of Pakistan', 'Islamabad Cricket Association']","అగ్రికల్చర్ డెవెలప్మెంట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, ఇస్లామాబాద్ క్రికెట్ అసోసియేషన్"
39915,"['Karachi', 'Karachi Blues', 'Karachi Port Trust', 'Pakistan Under-19s', 'Sri Lanka Ports Authority Cricket Club']","పాకిస్తాన్ అండర్ -19స్, కరాచీ, కరాచీ బ్లూస్, కరాచీ పోర్ట్ ట్రస్ట్, శ్రీ లంక పోర్ట్స్ ఆథారిటీ క్రికెట్ క్లబ్"
39906,"['Lahore', 'Lahore Ravi', 'Lahore Shalimar']","లహోర్, లహోర్ రావీ, లహోర్ షలీమార్"
39950,"['Pakistan', 'Baluchistan', 'Baluchistan Bears', 'Baluchistan Warriors', 'Federally Administered Tribal Areas', 'Habib Bank Limited', 'Islamabad', 'Lahore Eagles', 'Lahore Qalandars', 'Lahore Ravi', 'Lahore Region Whites', 'Lahore Shalimar', 'North West Frontier Province-Baluchistan', 'Pakistan A', 'Pakistan Under-19s', 'State Bank of Pakistan', 'The Rest', 'United Bank Limited', 'Zarai Taraqiati Bank Limited']","పాకిస్తాన్, పాకిస్తాన్ ఏ., పాకిస్తాన్ అండర్ -19స్, స్టేట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, బలుచిస్తాన్, బలుచిస్తాన్ బెర్స్"
321352,"['Hyderabad (Pakistan)', 'Pakistan A', 'Pakistan Under-19s', 'Pakistan Under-23s', 'Sui Northern Gas Pipelines Limited']","హైదరాబాద్ (పాకిస్తాన్), పాకిస్తాన్ ఏ., పాకిస్తాన్ అండర్ -19స్, పాకిస్తాన్ అండర్ -23స్, సూ నార్తర్న్ గాస్ పైపెలినెస్ లిమిటెడ్"
39947,"['Multan Region', 'Multan Tigers', 'Northamptonshire', 'Northamptonshire 2nd XI', 'Quetta Bears', 'Water and Power Development Authority']","ముల్తాన్ రీజన్, ముల్తాన్ టైగర్స్, నోర్తంప్టోనాంశీరే, నార్తాంప్టన్షైర్ 2న్ద్ క్సీ, క్వెట్ట బెర్స్, వాటర్ అండ్ పోవర్ డెవెలప్మెంట్ ఆథారిటీ"
39858,"['Karachi', 'Karachi Blues', 'Pakistan International Airlines', 'Sui Southern Gas Corporation']","పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, కరాచీ, కరాచీ బ్లూస్, సూ సౌచర్న్ గాస్ కార్పొరేషన్"
38963,"['Pakistan', 'Lahore', 'National Bank of Pakistan', 'Oxford University', 'Pakistan Universities', 'Punjab', 'Service Industries', 'United Bank Limited']","పాకిస్తాన్, నేషనల్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, పాకిస్తాన్ యూనివర్సిటీసిట్స్, లహోర్, ఆక్స్ఫార్డ్ యూనివర్సిటీ, పంజాబ్"
625179,['Lahore Eagles'],లహోర్ ఎగల్స్
388663,['Karachi Whites'],కరాచీ విట్టెస్
802425,['Habib Bank Limited'],హబీబీ బ్యాంక్ లిమిటెడ్
39024,"['Pakistan', 'Auckland', 'Barbados Tridents', 'Barisal Burners', 'Dhaka Gladiators', 'Islamabad Cricket Association', 'Kent', 'Kings XI Punjab', 'Kolkata Knight Riders', 'Lahore Badshahs', 'Marylebone Cricket Club', 'Pakistan International Airlines', 'Rawalpindi', 'Surrey', 'United Bank Limited']","పాకిస్తాన్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, ఆక్లాండ్, బర్బడోస్ ట్రైడెంట్స్, బరిసల్ బర్నర్స్, దాకా గ్లాడియేటర్స్"
936629,['Karachi Whites'],కరాచీ విట్టెస్
39832,"['Khyber-Pakhtunkhwa Province', 'North West Frontier Province Panthers', 'Peshawar']","కైబర్-పక్తుంఖ్వ ప్రోవిన్స్, నోర్త్ వెస్ట్ ఫ్రాంటియర్ ప్రోవిన్స్ పాంథర్స్, పేషవర్"
39008,"['Pakistan', 'Income Tax', 'Lahore', 'Pakistan Railways', 'Pakistan Universities', 'United Bank Limited']","పాకిస్తాన్, పాకిస్తాన్ రైల్వేస్, పాకిస్తాన్ యూనివర్సిటీసిట్స్, ఇంకోమ్ ట్యాక్స్, లహోర్, యునిటెడ్ బ్యాంక్ లిమిటెడ్"
394868,"['Quetta Bears', 'Quetta Gladiators', 'United Bank Limited']","క్వెట్ట బెర్స్, క్వెట్ట గ్లాడియేటర్స్, యునిటెడ్ బ్యాంక్ లిమిటెడ్"
39954,"['Pakistan', 'Karachi', 'United Bank Limited']","పాకిస్తాన్, కరాచీ, యునిటెడ్ బ్యాంక్ లిమిటెడ్"
321149,"['Karachi Whites', 'Karachi Zebras']","కరాచీ విట్టెస్, కరాచీ జెబ్రాస్"
498875,"['Pakistan', 'Lahore Qalandars', 'Sialkot', 'Sialkot Region']","పాకిస్తాన్, లహోర్ కళాందర్స్, సియాల్కాట్, సియాల్కాట్ రీజన్"
800231,['Hyderabad Hawks'],హైదరాబాద్ హాక్స్
39956,"['Pakistan', 'Lahore', 'Pakistan Reserves', 'Public Works Department', 'Redco Pakistan Ltd']","పాకిస్తాన్, పాకిస్తాన్ రిజర్వ్స్, రెడ్కో పాకిస్తాన్ లీత్, లహోర్, పబ్లిక్ వర్క్స్ డిపార్ట్మెంట్"
681087,['Lahore Ravi'],లహోర్ రావీ
260229,"['Asia Women XI', 'Pakistan Women']","పాకిస్తాన్ వోమెన్, అసియా వోమెన్ క్సీ"
447786,"['Karachi Zebras', 'Pakistan Navy']","పాకిస్తాన్ నావీ, కరాచీ జెబ్రాస్"
394869,['Multan Tigers'],ముల్తాన్ టైగర్స్
39959,['Rawalpindi'],రావాల్పింది
39978,"['Bahawalpur', 'Pakistan National Shipping Corporation', 'Water and Power Development Authority']","పాకిస్తాన్ నేషనల్ షిప్పింగ్ కార్పొరేషన్, బహవాల్‌పూర్, వాటర్ అండ్ పోవర్ డెవెలప్మెంట్ ఆథారిటీ"
39977,"['Gujranwala Cricket Association', 'Sialkot', 'Water and Power Development Authority']","గుజ్రన్వాల క్రికెట్ అసోసియేషన్, సియాల్కాట్, వాటర్ అండ్ పోవర్ డెవెలప్మెంట్ ఆథారిటీ"
39961,"['Pakistan', 'Islamabad Cricket Association', 'Islamabad Leopards', 'Public Works Department', 'Sui Southern Gas Corporation']","పాకిస్తాన్, ఇస్లామాబాద్ క్రికెట్ అసోసియేషన్, ఇస్లామాబాద్ లివర్‌పార్డ్స్, పబ్లిక్ వర్క్స్ డిపార్ట్మెంట్, సూ సౌచర్న్ గాస్ కార్పొరేషన్"
55019,['Pakistan Women'],పాకిస్తాన్ వోమెన్
348144,"['Pakistan', 'Baluchistan', 'Central Punjab (Pakistan)', 'Faisalabad and Rawalpindi', 'Guyana Amazon Warriors', 'Islamabad', 'Islamabad Region', 'Islamabad United', 'Karachi Kings', 'Lahore', 'Lahore Blues', 'Leopards', 'Pakistan A', 'Pakistan Cricket Board Blues', 'Pakistan Under-15s', 'Pakistan Under-19s', 'Pakistan Under-23s', 'Punjab (Pakistan)', 'Rangpur Riders', 'Rawalpindi Rams', 'Somerset', 'State Bank of Pakistan', 'Sui Southern Gas Corporation', 'Sydney Sixers', 'Zarai Taraqiati Bank Limited']","పాకిస్తాన్, సెంత్రల్ పంజాబ్ (పాకిస్తాన్), పాకిస్తాన్ ఏ., పాకిస్తాన్ క్రికెట్ బోర్డ్ బ్లూస్, పాకిస్తాన్ అండర్ -15స్, పాకిస్తాన్ అండర్ -19స్"
789067,['Karachi Zebras'],కరాచీ జెబ్రాస్
39965,"['Lahore Division', 'Pakistan Railways']","పాకిస్తాన్ రైల్వేస్, లహోర్ డివిజన్"
538345,['National Bank'],నేషనల్ బ్యాంక్
259412,['Pakistan Under-19s'],పాకిస్తాన్ అండర్ -19స్
343305,"['Pakistan', 'Gujranwala Cricket Association Under-19s', 'Karachi Kings', 'Lahore Qalandars', 'Multan Sultans', 'Pakistan Under-23s', 'Sialkot', 'Sialkot Under-19s', 'State Bank of Pakistan', 'Sui Northern Gas Pipelines Limited']","పాకిస్తాన్, పాకిస్తాన్ అండర్ -23స్, స్టేట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, గుజ్రన్వాల క్రికెట్ అసోసియేషన్ అండర్ -19స్, కరాచీ కింగ్స్, లహోర్ కళాందర్స్"
793411,"['Pakistan', 'Karachi Kings', 'Pakistan Under-19s', 'Quetta Gladiators']","పాకిస్తాన్, పాకిస్తాన్ అండర్ -19స్, కరాచీ కింగ్స్, క్వెట్ట గ్లాడియేటర్స్"
40066,"['Karachi Blues', 'Karachi Whites', 'Port Qasim Authority']","కరాచీ బ్లూస్, కరాచీ విట్టెస్, పోర్ట్ కాసిం ఆథారిటీ"
54984,['Pakistan Women'],పాకిస్తాన్ వోమెన్
572638,"['Lasers Women', 'Pakistan Women']","పాకిస్తాన్ వోమెన్, లాసర్స్ వోమెన్"
1206623,"['Lahore Qalandars', 'Melbourne Stars', 'Qalandars']","లహోర్ కళాందర్స్, మెల్బోర్న్ స్టర్స్, కళాందర్స్"
40041,"['Pakistan', 'Karachi', 'Pakistan International Airlines', 'Peshawar Cricket Association']","పాకిస్తాన్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, కరాచీ, పేషవర్ క్రికెట్ అసోసియేషన్"
480452,['Hyderabad Hawks'],హైదరాబాద్ హాక్స్
40043,"['Pakistan', 'Essex', 'Habib Bank Limited', 'Karachi', 'Pakistan National Shipping Corporation', 'Pakistan Reserves']","పాకిస్తాన్, పాకిస్తాన్ నేషనల్ షిప్పింగ్ కార్పొరేషన్, పాకిస్తాన్ రిజర్వ్స్, ఎస్సెక్స్, హబీబీ బ్యాంక్ లిమిటెడ్, కరాచీ"
40064,"['Abbottabad Rhinos', 'Peshawar Cricket Association', 'Sui Southern Gas Corporation']","అబ్బోత్తాబాద్ రినాస్, పేషవర్ క్రికెట్ అసోసియేషన్, సూ సౌచర్న్ గాస్ కార్పొరేషన్"
547092,"['Pakistan', 'Faisalabad Wolves', 'Habib Bank Limited', 'Lahore Qalandars', 'Pakistan Under-19s', 'Pakistan Under-23s']","పాకిస్తాన్, పాకిస్తాన్ అండర్ -19స్, పాకిస్తాన్ అండర్ -23స్, ఫైసలబడ్ వాల్వ్స్, హబీబీ బ్యాంక్ లిమిటెడ్, లహోర్ కళాందర్స్"
40067,"['Pakistan', 'Lahore', 'National Bank of Pakistan', 'Pakistan International Airlines', 'Punjab', 'Punjab University', 'United Bank Limited']","పాకిస్తాన్, నేషనల్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, లహోర్, పంజాబ్, పంజాబ్ యూనివర్సిటీ"
40068,"['Allied Bank', 'Islamabad Cricket Association', 'Lahore', 'Pakistan Under-19s', 'Rawalpindi']","పాకిస్తాన్ అండర్ -19స్, అలీడ్ బ్యాంక్, ఇస్లామాబాద్ క్రికెట్ అసోసియేషన్, లహోర్, రావాల్పింది"
447791,"['Lahore Eagles', 'Lahore Lions', 'Lahore Shalimar']","లహోర్ ఎగల్స్, లహోర్ లియన్స్, లహోర్ షలీమార్"
348151,"['Lahore Qalandars', 'Pakistan Under-15s']","పాకిస్తాన్ అండర్ -15స్, లహోర్ కళాందర్స్"
225977,['Islamabad'],ఇస్లామాబాద్
222940,"['Karachi Blues', 'Karachi Dolphins', 'Karachi Harbour', 'Quetta Gladiators']","కరాచీ బ్లూస్, కరాచీ డాల్ఫిన్స్, కరాచీ హార్బోర్, క్వెట్ట గ్లాడియేటర్స్"
40250,"['Pakistan', 'Karachi Cricket Association Under-19s', 'Karachi Dolphins', 'Karachi Kings', 'National Bank of Pakistan', 'Pakistan A', 'Pakistan Customs', 'Pakistan Emerging Team', 'Uva Next']","పాకిస్తాన్, నేషనల్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, పాకిస్తాన్ ఏ., పాకిస్తాన్ కస్టమ్స్, పాకిస్తాన్ ఎమర్జింగ్ టీమ్, కరాచీ క్రికెట్ అసోసియేషన్ అండర్ -19స్"
40292,"['Faisalabad', 'State Bank of Pakistan']","స్టేట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, ఫైసలబడ్"
394854,['Rawalpindi Rams'],రావాల్పింది రామ్స్
406131,['Quetta Bears'],క్వెట్ట బెర్స్
40089,"['Pakistan', 'Lahore', 'Pakistan International Airlines']","పాకిస్తాన్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, లహోర్"
40300,"['Abbottabad', 'Abbottabad Falcons', 'Peshawar Panthers', 'Peshawar Region']","అబ్బోత్తాబాద్, అబ్బోత్తాబాద్ ఫాల్కాన్స్, పేషవర్ పాంథర్స్, పేషవర్ రీజన్"
40098,"['Islamabad Leopards', 'Karachi Dolphins', 'Karachi Port Trust', 'Karachi Zebras', 'Pakistan Customs', 'Pakistan International Airlines', 'Pakistan Under-15s']","పాకిస్తాన్ కస్టమ్స్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, పాకిస్తాన్ అండర్ -15స్, ఇస్లామాబాద్ లివర్‌పార్డ్స్, కరాచీ డాల్ఫిన్స్, కరాచీ పోర్ట్ ట్రస్ట్"
484167,['Pakistan International Airlines'],పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్
370835,"['Karachi Dolphins', 'Karachi Zebras']","కరాచీ డాల్ఫిన్స్, కరాచీ జెబ్రాస్"
316365,"['North West Frontier Province-Baluchistan', 'Peshawar']","నోర్త్ వెస్ట్ ఫ్రాంటియర్ ప్రోవిన్స్-బలుచిస్తాన్, పేషవర్"
40100,"['Agriculture Development Bank of Pakistan', 'Gujranwala Cricket Association', 'Sialkot']","అగ్రికల్చర్ డెవెలప్మెంట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, గుజ్రన్వాల క్రికెట్ అసోసియేషన్, సియాల్కాట్"
537048,"['Bahawalpur Stags', 'Faisalabad']","బహవాల్‌పూర్ స్టాగ్స్, ఫైసలబడ్"
40137,"['Karachi Dolphins', 'Karachi Port Trust', 'Karachi Region', 'Karachi Region Whites', 'Sind']","కరాచీ డాల్ఫిన్స్, కరాచీ పోర్ట్ ట్రస్ట్, కరాచీ రీజన్, కరాచీ రీజన్ విట్టెస్, సిండ్"
40086,"['Karachi', 'Public Works Department']","కరాచీ, పబ్లిక్ వర్క్స్ డిపార్ట్మెంట్"
40113,"['Hyderabad (Pakistan)', 'Pakistan National Shipping Corporation', 'Sui Gas Corporation of Pakistan']","హైదరాబాద్ (పాకిస్తాన్), పాకిస్తాన్ నేషనల్ షిప్పింగ్ కార్పొరేషన్, సూ గాస్ కార్పొరేషన్ ఆఫ్ పాకిస్తాన్"
40122,"['Quetta', 'Rest of Baluchistan', 'Water and Power Development Authority']","క్వెట్ట, రెస్ట్ ఆఫ్ బలుచిస్తాన్, వాటర్ అండ్ పోవర్ డెవెలప్మెంట్ ఆథారిటీ"
40118,"['Bahawalpur', 'Bahawalpur Stags', 'Multan Tigers']","బహవాల్‌పూర్, బహవాల్‌పూర్ స్టాగ్స్, ముల్తాన్ టైగర్స్"
512191,"['Pakistan', 'Abbottabad', 'Abbottabad Falcons', 'Comilla Victorians', 'Danube Lions', 'Glamorgan', 'Habib Bank Limited', 'Karachi Blues', 'Karachi Dolphins', 'Khyber Pakhtunkhwa', 'Lahore Qalandars', 'Pakhtoons', 'Pakistan A', 'Pakistan Navy', 'Peshawar']","పాకిస్తాన్, పాకిస్తాన్ ఏ., పాకిస్తాన్ నావీ, అబ్బోత్తాబాద్, అబ్బోత్తాబాద్ ఫాల్కాన్స్, కోమిల్లా విక్టోరియన్స్"
40105,"['Karachi', 'National Bank of Pakistan']","నేషనల్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, కరాచీ"
40104,"['United Arab Emirates', 'Karachi']","యునిటెడ్ అరబ్ ఎమిరేట్స్, కరాచీ"
40202,"['Karachi Blues', 'Karachi Dolphins']","కరాచీ బ్లూస్, కరాచీ డాల్ఫిన్స్"
40297,"['Hyderabad (Pakistan)', 'Hyderabad Region']","హైదరాబాద్ (పాకిస్తాన్), హైదరాబాద్ రీజన్"
424235,"['Pakistan International Airlines', 'Pakistan Under-19s']","పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, పాకిస్తాన్ అండర్ -19స్"
395112,"['Dera Murad Jamali Ibexes', 'Quetta']","డేర మురాడ్ జమాలి ఇబెక్సెస్, క్వెట్ట"
590492,['Quetta'],క్వెట్ట
41977,"['Federal Areas', 'Islamabad Cricket Association', 'Islamabad Leopards', 'Rawalpindi']","ఫెడరల్ అరియాస్, ఇస్లామాబాద్ క్రికెట్ అసోసియేషన్, ఇస్లామాబాద్ లివర్‌పార్డ్స్, రావాల్పింది"
40291,"['Sheikhupura', 'Sialkot', 'Sui Gas Corporation of Pakistan']","సూ గాస్ కార్పొరేషన్ ఆఫ్ పాకిస్తాన్, శీఖుపుర, సియాల్కాట్"
40092,"['Pakistan', 'Lahore', 'Northern India', 'Punjab']","పాకిస్తాన్, లహోర్, నార్తర్న్ ఇండియా, పంజాబ్"
40102,"['Agriculture Development Bank of Pakistan', 'Bahawalpur Stags', 'Habib Bank Limited', 'Lahore', 'Lahore Eagles', 'Lahore Lions', 'Lahore Region', 'Pakistan A']","అగ్రికల్చర్ డెవెలప్మెంట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, పాకిస్తాన్ ఏ., బహవాల్‌పూర్ స్టాగ్స్, హబీబీ బ్యాంక్ లిమిటెడ్, లహోర్, లహోర్ ఎగల్స్"
1144886,"['Pakistan Cricket Board XI Women', 'Pakistan Women']","పాకిస్తాన్ క్రికెట్ బోర్డ్ క్సీ వోమెన్, పాకిస్తాన్ వోమెన్"
40097,"['Habib Bank Limited', 'Karachi']","హబీబీ బ్యాంక్ లిమిటెడ్, కరాచీ"
260035,"['Karachi Dolphins', 'Pakistan Under-19s']","పాకిస్తాన్ అండర్ -19స్, కరాచీ డాల్ఫిన్స్"
40299,"['Lahore Eagles', 'Lahore Lions', 'State Bank of Pakistan']","స్టేట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, లహోర్ ఎగల్స్, లహోర్ లియన్స్"
433897,"['Abbottabad', 'Abbottabad Falcons', 'Rawalpindi']","అబ్బోత్తాబాద్, అబ్బోత్తాబాద్ ఫాల్కాన్స్, రావాల్పింది"
40094,"['Pakistan', 'Agriculture Development Bank of Pakistan', 'Pakistan Customs', 'Pakistan International Airlines', 'Pakistan Reserves', 'Peshawar Cricket Association']","పాకిస్తాన్, అగ్రికల్చర్ డెవెలప్మెంట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, పాకిస్తాన్ కస్టమ్స్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, పాకిస్తాన్ రిజర్వ్స్, పేషవర్ క్రికెట్ అసోసియేషన్"
681117,"['Pakistan', 'Dhaka Platoon', 'Faisalabad', 'Habib Bank Limited', 'Islamabad United', 'Punjab (Pakistan)', 'Sui Northern Gas Pipelines Limited']","పాకిస్తాన్, పంజాబ్ (పాకిస్తాన్), దాకా ప్లేటన్, ఫైసలబడ్, హబీబీ బ్యాంక్ లిమిటెడ్, ఇస్లామాబాద్ యునిటెడ్"
40088,"['Pakistan', 'Karachi', 'Pakistan A', 'Pakistan International Airlines', 'Pakistan National Shipping Corporation', 'Pakistan Reserves', 'Sind', 'Sylhet Royals']","పాకిస్తాన్, పాకిస్తాన్ ఏ., పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, పాకిస్తాన్ నేషనల్ షిప్పింగ్ కార్పొరేషన్, పాకిస్తాన్ రిజర్వ్స్, కరాచీ"
260038,['Pakistan Under-19s'],పాకిస్తాన్ అండర్ -19స్
40101,"['Agriculture Development Bank of Pakistan', 'Islamabad Cricket Association']","అగ్రికల్చర్ డెవెలప్మెంట్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, ఇస్లామాబాద్ క్రికెట్ అసోసియేషన్"
40090,"['Pakistan', 'Muslim Commercial Bank', 'North West Frontier Province', 'Pakistan Railways', 'Peshawar Cricket Association', 'Punjab']","పాకిస్తాన్, పాకిస్తాన్ రైల్వేస్, ముస్లిం కమర్షియల్ బ్యాంక్, నోర్త్ వెస్ట్ ఫ్రాంటియర్ ప్రోవిన్స్, పేషవర్ క్రికెట్ అసోసియేషన్, పంజాబ్"
498386,['Faisalabad Wolves'],ఫైసలబడ్ వాల్వ్స్
40263,"['Lahore', 'Lahore Lions', 'Pakistan Television']","పాకిస్తాన్ టెలివిజన్‌, లహోర్, లహోర్ లియన్స్"
40276,"['Habib Bank Limited', 'Karachi Blues', 'Karachi Harbour', 'Karachi Port Trust', 'Karachi Whites']","హబీబీ బ్యాంక్ లిమిటెడ్, కరాచీ బ్లూస్, కరాచీ హార్బోర్, కరాచీ పోర్ట్ ట్రస్ట్, కరాచీ విట్టెస్"
1080011,['Pakistan Women'],పాకిస్తాన్ వోమెన్
40302,"['Pakistan', 'Maharashtra', 'Muslims', 'Services (Pakistan)']","పాకిస్తాన్, సర్వీసెస్ (పాకిస్తాన్), మహారాష్ట్ర, ముస్లిమ్స్"
40329,"['Pakistan', 'India', 'Baroda', 'Hyderabad (India)', 'Lahore', 'Muslims', 'Northern India']","పాకిస్తాన్, ఇండియా, బారోడ, హైదరాబాద్ (ఇండియా), లహోర్, ముస్లిమ్స్"
938937,"['Karachi Whites', 'Lahore Qalandars', 'Quetta Gladiators']","కరాచీ విట్టెస్, లహోర్ కళాందర్స్, క్వెట్ట గ్లాడియేటర్స్"
406008,"['Hyderabad Hawks', 'Larkana Bulls']","హైదరాబాద్ హాక్స్, లార్కన బల్ల్స్"
385061,['Lahore Shalimar'],లహోర్ షలీమార్
273687,['Quetta Bears'],క్వెట్ట బెర్స్
40303,"['Pakistan', 'Karachi', 'National Bank of Pakistan', 'Pakistan International Airlines']","పాకిస్తాన్, నేషనల్ బ్యాంక్ ఆఫ్ పాకిస్తాన్, పాకిస్తాన్ ఇంటర్నేషనల్ ఆయిర్లిన్స్, కరాచీ"
